City_ID,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,serhetabat,35.2799,62.3438,296.02,29,67,2.17,TM,1715038536
287,acajutla,13.5928,-89.8275,302.74,71,27,3.33,SV,1715038537
288,hobyo,5.3505,48.5268,302.08,75,100,5.61,SO,1715038537
289,shinjo,38.7586,140.3008,290.18,98,100,0.95,JP,1715038537
290,sanctuary%20point,-35.1114,150.629,290.79,70,72,2.39,AU,1715038537
291,castillos,-34.1667,-53.8333,292.17,98,100,0.33,UY,1715038538
292,grand%20falls-windsor,48.9332,-55.6649,277.87,90,100,0.89,CA,1715038538
293,'ali%20sabieh,11.1558,42.7125,300.22,73,9,3.27,DJ,1715038538
294,namtsy,62.7161,129.6658,283.68,64,100,7.21,RU,1715038539
295,kharp,66.8014,65.8081,254.1,85,30,2.55,RU,1715038539
296,vorkuta,67.5,64.0,254.88,100,93,1.34,RU,1715038539
297,santiago,-33.4569,-70.6483,287.2,54,0,4.12,CL,1715038307
298,rabaul,-4.1967,152.1721,302.08,73,98,0.91,PG,1715038540
299,hithadhoo,-0.6,73.0833,302.45,74,100,3.51,MV,1715038540
300,igbor,7.4527,8.6098,296.71,83,100,5.11,NG,1715038540
301,mcminnville,45.2101,-123.1987,287.29,66,40,7.72,US,1715038541
302,harper,4.375,-7.7169,300.23,84,93,1.78,LR,1715038541
303,chakari,-18.0629,29.8925,291.02,49,0,3.35,ZW,1715038541
304,bodo,67.28,14.405,278.02,62,0,5.14,NO,1715038541
305,tobruk,32.0836,23.9764,290.64,77,0,3.19,LY,1715038542
306,saipan,15.1355,145.701,304.54,62,40,5.66,MP,1715038542
307,trincomalee,8.5711,81.2335,300.99,82,18,2.3,LK,1715038542
308,ancud,-41.8697,-73.8203,280.42,93,97,4.49,CL,1715038353
309,kone,-21.0595,164.8658,300.43,43,4,2.8,NC,1715038543
310,hun,29.1268,15.9477,295.37,26,0,4.05,LY,1715038543
311,sao%20miguel%20do%20araguaia,-13.275,-50.1628,299.08,59,8,0.36,BR,1715038543
312,san%20patricio,28.017,-97.5169,302.55,76,36,7.41,US,1715038543
313,vallenar,-28.5708,-70.7581,286.81,48,0,1.22,CL,1715038336
314,constantia,44.1833,28.65,283.54,75,55,7.0,RO,1715038544
315,mourenx,43.3833,-0.6,285.01,93,75,4.12,FR,1715038544
316,pangody,65.85,74.4859,258.32,98,39,1.87,RU,1715038544
317,tosontsengel,48.7567,98.2839,286.03,30,45,0.97,MN,1715038545
318,belmonte,-15.8631,-38.8828,297.85,86,0,4.11,BR,1715038545
319,cox's%20bazar,21.4532,91.9798,299.96,78,99,1.61,BD,1715038545
320,benghazi,32.1167,20.0667,291.68,60,0,3.56,LY,1715038545
321,east%20london,-33.0153,27.9116,295.04,48,0,1.22,ZA,1715038546
322,modimolle,-24.7,28.4,289.07,33,0,3.39,ZA,1715038546
323,freetown,8.484,-13.2299,300.64,86,72,2.52,SL,1715038546
324,severo-yeniseyskiy,60.3725,93.0408,272.91,88,79,4.92,RU,1715038546
325,nikolayevsk-on-amure,53.1406,140.73,278.27,53,7,1.79,RU,1715038546
326,nemuro,43.3236,145.575,280.43,99,100,4.74,JP,1715038547
327,port%20douglas,-16.4833,145.4667,297.71,82,78,4.52,AU,1715038547
328,bac%20lieu,9.285,105.7244,302.98,66,15,3.89,VN,1715038547
329,malanje,-9.5402,16.341,290.69,69,5,0.77,AO,1715038547
330,sungai%20penuh,-2.0833,101.3833,293.03,97,100,0.63,ID,1715038548
331,jian'ou,27.0469,118.3253,294.76,81,100,0.36,CN,1715038548
332,lashio,22.9333,97.75,294.3,58,92,0.6,MM,1715038548
333,namibe,-15.1961,12.1522,295.87,70,3,3.0,AO,1715038548
334,necochea,-38.5473,-58.7368,284.54,76,4,3.31,AR,1715038549
335,kattivakkam,13.2167,80.3167,305.43,84,50,8.54,IN,1715038549
336,tolanaro,-25.0319,46.9987,295.19,83,40,6.17,MG,1715038549
337,saint-paul,-21.0096,55.2707,297.21,71,5,2.11,RE,1715038549
338,sterling,39.0062,-77.4286,296.16,80,100,1.54,US,1715038469
339,kogalym,62.2654,74.4791,268.14,86,100,4.47,RU,1715038426
340,arzgir,45.3728,44.2206,282.19,81,80,0.54,RU,1715038550
341,klintsy,52.7602,32.2393,285.3,98,100,4.41,RU,1715038550
342,soe,-9.8607,124.284,294.88,84,52,0.75,ID,1715038551
343,swan%20hill,-35.3378,143.5544,290.24,51,0,3.4,AU,1715038551
344,colonia,50.9333,6.95,287.02,93,75,2.06,DE,1715038513
345,thunder%20bay,48.4001,-89.3168,288.1,44,100,5.66,CA,1715038489
346,pokaran,26.9167,71.9167,304.02,20,0,4.02,IN,1715038552
347,nelson%20bay,-32.7167,152.15,292.65,79,43,0.89,AU,1715038552
348,tofol,5.3248,163.0078,304.03,70,75,4.12,FM,1715038552
349,langepas,61.2544,75.2124,273.37,85,100,5.15,RU,1715038552
350,zahedan,29.4963,60.8629,293.1,42,0,0.0,IR,1715038553
351,konnur,16.2,74.75,297.97,59,0,1.83,IN,1715038553
352,queenstown,-31.8976,26.8753,287.65,41,0,2.18,ZA,1715038553
353,vrutky,49.1133,18.9171,288.2,83,98,0.64,SK,1715038553
354,vaghodia,22.3,73.3833,301.07,78,0,2.06,IN,1715038554
355,hanceville,34.0607,-86.7675,300.49,69,26,2.94,US,1715038554
356,sibiti,-3.6819,13.3499,294.97,98,54,0.83,CG,1715038554
357,palikir%20-%20national%20government%20center,6.9248,158.1611,301.62,89,100,5.14,FM,1715038554
358,kirakira,-10.4544,161.9205,303.97,68,96,4.08,SB,1715038555
359,darwin,-12.4611,130.8418,299.2,59,20,4.12,AU,1715038555
360,kalabo,-14.97,22.6814,291.88,64,45,1.73,ZM,1715038555
361,amahai,-3.3333,128.9167,298.27,93,100,1.15,ID,1715038555
362,holbrook,40.8123,-73.0784,293.89,91,75,2.57,US,1715038556
363,monterey,36.2505,-121.2516,293.8,38,82,6.05,US,1715038556
364,ravar,31.2656,56.8055,295.56,32,53,0.96,IR,1715038556
365,el%20bauga,18.262,33.9081,299.49,18,0,6.99,SD,1715038518
366,esens,53.6487,7.6127,283.7,90,100,2.62,DE,1715038557
367,amqui,48.4638,-67.4313,283.68,59,49,4.46,CA,1715038557
368,naryn,41.4287,75.9911,280.65,63,65,2.19,KG,1715038557
369,bosaso,11.2842,49.1816,303.18,71,60,1.25,SO,1715038557
370,georgetown,5.4112,100.3354,300.34,86,20,1.54,MY,1715038553
371,sangmelima,2.9333,11.9833,295.35,93,98,1.27,CM,1715038558
372,lompoc,34.6391,-120.4579,296.49,55,0,7.72,US,1715038558
373,marsh%20harbour,26.5412,-77.0636,297.21,75,4,7.25,BS,1715038558
374,horta,38.5333,-28.6333,290.95,93,40,6.26,PT,1715038558
375,magong,23.5654,119.5863,297.68,89,100,8.03,TW,1715038559
376,basmat,19.3167,77.1667,304.33,27,0,2.64,IN,1715038559
377,mount%20gambier,-37.8333,140.7667,286.42,73,11,2.4,AU,1715038559
378,inirida,3.8653,-67.9239,297.28,97,98,1.93,CO,1715038559
379,kuqa,41.7278,82.9364,296.33,25,91,3.85,CN,1715038560
380,bumba,2.1833,22.4667,298.44,65,19,0.53,CD,1715038560
381,pervomayskoye,43.919,46.7102,281.01,81,51,0.5,RU,1715038560
382,coalcoman%20de%20vazquez%20pallares,18.7833,-103.15,304.28,23,100,2.67,MX,1715038560
383,yuzhno-kurilsk,44.0306,145.8556,278.91,99,100,3.82,RU,1715038561
384,west%20kelowna,49.8625,-119.5833,287.88,51,100,2.06,CA,1715038561
385,aasiaat,68.7098,-52.8699,261.35,88,77,2.44,GL,1715038562
386,gizo,-8.103,156.8419,302.1,75,89,1.14,SB,1715038562
387,sabancuy,18.9667,-91.1833,303.18,70,0,5.38,MX,1715038562
388,dadukou,26.5479,101.7054,292.72,68,97,1.01,CN,1715038563
389,gouyave,12.1646,-61.7296,301.58,79,20,5.66,GD,1715038563
390,kasongo-lunda,-6.4667,16.8167,294.93,67,22,0.91,CD,1715038563
391,ceerigaabo,10.6162,47.368,292.51,78,96,1.19,SO,1715038564
392,buryn',51.1991,33.8352,286.2,87,87,5.24,UA,1715038564
393,gaspe,48.8334,-64.4819,282.27,81,75,3.6,CA,1715038564
394,brumadinho,-20.1433,-44.1997,295.44,86,3,1.43,BR,1715038564
395,thaton,16.9206,97.3714,301.42,69,0,1.55,MM,1715038565
396,fuglafjordur,62.244,-6.814,277.41,80,43,3.76,FO,1715038565
397,monze,-16.2833,27.4833,291.71,53,14,2.15,ZM,1715038565
398,barranca,-10.75,-77.7667,292.74,85,35,4.08,PE,1715038565
399,malango,-2.9627,119.9001,295.49,92,100,0.33,ID,1715038566
400,lyakhavichy,53.0388,26.2656,283.71,95,100,3.79,BY,1715038566
401,tibati,6.4667,12.6333,297.17,64,78,0.33,CM,1715038566
402,tera,14.0078,0.7531,303.74,43,100,2.43,NE,1715038566
403,coihueco,-36.6167,-71.8333,285.56,67,40,5.66,CL,1715038567
404,novoanninskiy,50.5287,42.6747,284.53,73,65,6.2,RU,1715038567
405,soio,-6.1349,12.3689,299.2,92,28,2.8,AO,1715038567
406,mili,6.0815,171.735,301.42,81,95,9.05,MH,1715038567
407,muroto-misakicho,33.2833,134.15,293.82,94,100,4.96,JP,1715038568
408,anxiang,29.4,112.15,295.06,82,100,1.36,CN,1715038568
409,gwadar,25.1216,62.3254,301.18,68,0,5.7,PK,1715038568
410,labuan%20bajo,-8.4964,119.8877,300.68,76,37,1.43,ID,1715038569
411,keflavik,64.0049,-22.5624,278.1,93,40,8.75,IS,1715038569
412,ulsteinvik,62.3432,5.8487,282.54,94,21,2.24,NO,1715038569
413,zhangye,38.9342,100.4517,291.57,18,94,1.75,CN,1715038570
414,port%20saint%20john's,-31.6229,29.5448,295.66,48,0,3.35,ZA,1715038459
415,livadiya,42.8692,132.6764,283.11,96,100,3.39,RU,1715038570
416,kulhudhuffushi,6.6221,73.07,302.51,75,73,4.52,MV,1715038570
417,nishinoomote,30.7333,131.0,293.46,82,75,8.75,JP,1715038571
418,lubango,-14.9172,13.4925,287.07,72,2,1.54,AO,1715038571
419,fort%20mcmurray,56.7268,-111.381,291.92,48,75,6.17,CA,1715038363
420,east%20end,34.5507,-92.341,301.09,97,68,2.07,US,1715038571
421,ulladulla,-35.35,150.4667,288.51,80,87,3.45,AU,1715038572
422,fortuna,40.5982,-124.1573,286.47,83,100,4.12,US,1715038572
423,taco%20pozo,-25.6167,-63.2833,294.02,98,82,2.53,AR,1715038573
424,kalifornsky,60.4183,-151.29,280.34,87,75,3.09,US,1715038573
425,rawai,7.7797,98.3253,299.21,73,69,2.09,TH,1715038573
426,banfora,10.6333,-4.7667,300.22,67,64,2.97,BF,1715038573
427,cidreira,-30.1811,-50.2056,295.36,80,4,0.02,BR,1715038574
428,zhangjiakou,40.81,114.8794,289.66,33,3,0.33,CN,1715038574
429,tazacorte,28.629,-17.9293,296.01,68,0,3.6,ES,1715038575
430,guadalupe%20y%20calvo,26.1,-106.9667,292.8,10,30,5.33,MX,1715038575
431,tazovsky,67.4667,78.7,259.05,98,96,3.42,RU,1715038575
432,lorengau,-2.0226,147.2712,301.99,80,99,1.61,PG,1715038575
433,serhiyivka,46.0272,30.3768,285.63,78,23,8.01,UA,1715038576
434,chervyen',53.7059,28.4313,280.32,93,100,1.37,BY,1715038576
435,taroa,8.7058,171.2275,300.83,81,55,9.34,MH,1715038576
436,coahuayana%20de%20hidalgo,18.7,-103.6583,301.1,52,99,2.09,MX,1715038576
437,murghob,38.1702,73.9667,268.47,51,0,2.36,TJ,1715038577
438,kilindoni,-7.9139,39.6668,299.48,82,79,6.52,TZ,1715038577
439,tarhuna,32.435,13.6332,293.51,39,57,5.01,LY,1715038577
440,longboat%20key,27.4125,-82.659,301.64,49,0,4.12,US,1715038577
441,shubarshi,48.5872,57.1869,279.98,83,0,2.82,KZ,1715038578
442,saryaghash,41.45,69.1667,291.11,49,86,2.97,KZ,1715038578
443,leava,-14.3,-178.1667,302.55,78,41,5.17,WF,1715038578
444,ajra,16.1167,74.2,294.29,75,6,1.37,IN,1715038579
445,bardai,11.65,7.2333,301.44,51,98,3.34,NG,1715038579
446,wagar,16.1525,36.2032,301.37,21,2,6.79,SD,1715038579
447,plouzane,48.3833,-4.6167,285.33,94,100,4.63,FR,1715038579
448,akyurt,40.1351,33.0861,281.0,75,0,1.03,TR,1715038580
449,ismailia,30.6043,32.2723,288.91,76,0,3.47,EG,1715038580
450,panjakent,39.4952,67.6093,289.67,50,55,4.29,TJ,1715038580
451,rosarito,32.3333,-117.0333,296.22,58,3,4.66,MX,1715038580
452,sibolga,1.7427,98.7792,298.52,91,100,0.27,ID,1715038581
453,nasiriyah,31.0521,46.261,296.12,62,0,2.92,IQ,1715038581
454,altai,46.3722,96.2583,286.37,23,1,3.63,MN,1715038581
455,an%20nuhud,12.7,28.4333,301.21,14,0,5.41,SD,1715038581
456,eduardo%20castex,-35.915,-64.2945,286.44,84,48,3.5,AR,1715038487
457,ondjiva,-17.0667,15.7333,294.17,35,1,2.57,AO,1715038582
458,matoury,4.8483,-52.3317,301.13,89,100,5.14,GF,1715038582
459,puerto%20san%20jose,13.9256,-90.8244,303.39,70,25,4.58,GT,1715038582
460,ringkobing,56.0901,8.244,284.27,93,100,3.6,DK,1715038583
461,agat%20village,13.3886,144.6585,303.01,71,20,4.12,GU,1715038583
462,conceicao%20da%20barra,-18.5933,-39.7322,296.9,85,1,1.88,BR,1715038583
463,corumba,-19.0092,-57.6533,299.85,42,20,0.81,BR,1715038583
464,targuist,34.9377,-4.3186,285.58,83,0,1.04,MA,1715038584
465,ayr,55.4627,-4.6339,286.1,87,20,1.03,GB,1715038584
466,kourou,5.1552,-52.6478,301.18,93,100,3.02,GF,1715038576
467,gora,51.6664,16.5349,284.31,93,74,3.09,PL,1715038584
468,el%20calafate,-50.3408,-72.2768,270.23,70,13,1.0,AR,1715038533
469,port%20moresby,-9.4431,147.1797,298.83,94,75,5.14,PG,1715038585
470,kalashnikovo,57.2824,35.2262,271.94,65,88,2.6,RU,1715038585
471,shegaon,20.7833,76.6833,304.18,30,4,4.9,IN,1715038585
472,nouadhibou,20.931,-17.0347,292.14,82,65,5.66,MR,1715038586
473,torquay,50.4638,-3.5143,285.57,90,37,1.79,GB,1715038586
474,tongouson,5.0214,120.1328,301.4,75,51,0.57,PH,1715038586
475,flin%20flon,54.7682,-101.865,291.06,32,100,5.66,CA,1715038586
476,kalengwa,-13.4659,25.0027,290.79,76,69,1.95,ZM,1715038459
477,rikaze,29.25,88.8833,278.85,70,99,1.55,CN,1715038587
478,puerto%20leguizamo,-0.1934,-74.7819,298.18,86,79,0.21,CO,1715038587
479,hengchun,22.0042,120.7439,301.18,73,97,3.63,TW,1715038587
480,mitchell,43.7094,-98.0298,290.78,89,100,9.62,US,1715038588
481,boende,-0.2167,20.8667,297.69,70,51,0.59,CD,1715038588
482,pradopolis,-21.3594,-48.0656,299.25,55,5,1.19,BR,1715038588
483,cuorgne,45.3895,7.6499,286.0,84,100,0.34,IT,1715038588
484,poxoreo,-15.8372,-54.3892,297.1,60,1,2.37,BR,1715038589
485,enewetak,11.3474,162.3373,301.05,76,99,8.84,MH,1715038589
486,kununurra,-15.7667,128.7333,297.14,57,60,3.09,AU,1715038589
487,al%20aaroui,35.0118,-3.0045,293.29,72,0,1.03,MA,1715038589
488,fada%20n'gourma,12.0622,0.3578,305.51,40,81,2.38,BF,1715038590
489,nova%20vicosa,-17.8919,-39.3719,298.19,83,0,4.25,BR,1715038590
490,kievka,50.2619,71.5514,282.96,44,98,4.37,KZ,1715038590
491,curillo,1.0333,-75.9191,297.23,92,99,1.06,CO,1715038590
492,fukuecho,32.6881,128.8419,291.35,72,40,3.6,JP,1715038591
493,port%20blair,11.6667,92.75,300.17,94,20,1.03,IN,1715038591
494,mogok,22.9167,96.5,290.31,78,99,0.74,MM,1715038591
495,woolgoolga,-30.1106,153.2007,289.08,79,61,8.08,AU,1715038591
496,tabuk,17.4189,121.4443,302.14,59,26,1.52,PH,1715038592
497,eyl,7.9803,49.8164,301.2,82,69,1.87,SO,1715038592
498,sedhiou,12.7081,-15.5569,298.85,57,7,2.98,SN,1715038592
499,emerald,-23.5333,148.1667,296.67,60,1,4.59,AU,1715038593
500,taman',45.2117,36.7161,285.61,60,5,2.2,RU,1715038593
501,harda%20khas,22.3333,77.1,303.76,26,0,2.03,IN,1715038593
502,muynoq,43.7683,59.0214,289.58,78,26,6.22,UZ,1715038593
503,isangel,-19.55,169.2667,299.21,69,40,4.12,VU,1715038457
504,naraini,25.1833,80.4833,304.74,21,23,4.88,IN,1715038594
505,awjilah,29.1081,21.2869,293.78,31,46,1.8,LY,1715038594
506,kyzylorda,44.8528,65.5092,287.16,88,0,1.0,KZ,1715038594
507,sola,-13.8833,167.55,299.96,77,93,10.77,VU,1715038595
508,faro,37.0194,-7.9322,290.03,67,0,3.6,PT,1715038595
509,egilsstadir,65.2653,-14.3948,277.1,65,0,3.09,IS,1715038595
510,balqash,46.8481,74.995,286.1,60,62,7.39,KZ,1715038596
511,phalodi,27.1333,72.3667,304.41,21,31,2.75,IN,1715038596
512,labuan,5.2767,115.2417,300.35,94,20,0.0,MY,1715038596
513,conception%20bay%20south,47.4999,-52.9981,279.12,85,100,5.75,CA,1715038596
514,baie-saint-paul,47.4411,-70.4986,289.62,59,42,3.47,CA,1715038569
515,grajau,-5.8194,-46.1386,296.33,72,93,1.53,BR,1715038597
516,guanare,9.0418,-69.7421,299.71,76,52,1.11,VE,1715038597
517,glendive,47.1053,-104.7125,287.94,94,100,5.14,US,1715038400
518,nar'yan-mar,67.6713,53.087,262.65,91,84,4.02,RU,1715038598
519,birjand,32.8663,59.2211,292.41,39,0,5.14,IR,1715038598
520,markaz-e%20woluswali-ye%20achin,34.1258,70.7078,294.1,34,0,2.52,AF,1715038599
521,padre%20bernardo,-15.35,-48.5,295.06,68,3,2.0,BR,1715038599
522,sandpoint,48.2766,-116.5533,286.16,73,75,3.09,US,1715038505
523,plettenberg%20bay,-34.0527,23.3716,289.97,57,0,0.49,ZA,1715038599
524,filingue,14.3521,3.3168,305.47,36,92,3.96,NE,1715038600
525,markovo,57.3206,107.0881,283.29,53,85,5.09,RU,1715038600
526,vilyuysk,63.7553,121.6247,275.93,85,100,4.47,RU,1715038600
527,mata-utu,-13.2816,-176.1745,302.51,78,56,6.96,WF,1715038600
528,as%20sulayyil,20.4607,45.5779,301.29,19,8,5.32,SA,1715038601
529,acapulco%20de%20juarez,16.8634,-99.8901,302.05,74,0,5.14,MX,1715038601
530,noumea,-22.2763,166.4572,300.14,99,53,4.69,NC,1715038601
531,palotina,-24.2839,-53.84,297.51,42,3,3.79,BR,1715038391
532,kete%20krachi,7.7939,-0.0498,301.3,78,52,5.53,GH,1715038602
533,mangalia,43.8,28.5833,285.44,75,26,6.38,RO,1715038602
534,luanda,-8.8368,13.2343,300.15,93,75,2.57,AO,1715038602
535,bahar,34.9072,48.4414,280.24,100,75,4.12,IR,1715038602
536,port%20augusta,-32.5,137.7667,291.58,45,0,4.16,AU,1715038603
537,san%20sebastian%20de%20la%20gomera,28.0916,-17.1133,295.03,88,0,2.57,ES,1715038603
538,seminole,28.7086,-81.2081,302.24,65,0,6.17,US,1715038603
539,zabid,14.1951,43.3152,303.14,68,20,2.45,YE,1715038603
540,niquelandia,-14.4739,-48.4597,297.2,59,20,2.12,BR,1715038604
541,caminauit,12.3314,121.0825,302.9,67,75,4.09,PH,1715038604
542,pimenta%20bueno,-11.6725,-61.1936,299.1,83,51,1.57,BR,1715038604
543,margate,51.3813,1.3862,284.99,94,73,3.05,GB,1715038604
544,kudahuvadhoo,2.6708,72.8944,302.39,78,80,4.7,MV,1715038605
545,jiuquan,39.7432,98.5174,289.96,20,64,1.68,CN,1715038605
546,cambria,35.5641,-121.0808,298.46,58,55,6.19,US,1715038339
547,lowestoft,52.4752,1.7516,285.07,86,100,3.6,GB,1715038605
548,shiyan,32.6475,110.7781,293.76,84,100,0.86,CN,1715038573
549,kaiapoi,-43.3783,172.6401,285.68,68,75,1.03,NZ,1715038606
550,gazojak,41.1875,61.4036,298.31,29,100,5.19,TM,1715038606
551,mawlaik,23.6333,94.4167,297.12,65,99,1.0,MM,1715038606
552,keelung,25.1283,121.7419,300.01,78,99,3.56,TW,1715038607
553,kurumkan,54.3,110.3,286.55,44,99,0.89,RU,1715038607
554,nuku'alofa,-21.1333,-175.2,302.34,89,75,2.06,TO,1715038607
555,cannonvale,-20.2833,148.7,296.81,82,48,5.84,AU,1715038608
556,lakatoro,-16.0999,167.4164,300.76,60,81,5.21,VU,1715038457
557,nuriootpa,-34.4833,139.0,291.79,53,0,4.17,AU,1715038608
558,port%20alfred,-33.5906,26.891,292.45,85,0,1.95,ZA,1715038608
559,majene,-3.5403,118.9707,298.99,88,100,1.23,ID,1715038609
560,nyala,12.05,24.8833,300.79,14,0,5.37,SD,1715038609
561,isla%20vista,34.4133,-119.861,297.76,46,10,3.46,US,1715038325
562,boguchany,58.3814,97.4531,276.4,76,28,3.58,RU,1715038609
563,arawa,-6.2132,155.5367,304.34,67,100,1.46,PG,1715038610
564,cricova,47.1389,28.8619,286.0,70,61,4.78,MD,1715038610
565,bashmakovo,53.2133,43.0342,280.74,89,100,6.86,RU,1715038610
566,berdigestyakh,62.0989,126.6992,278.97,92,100,4.33,RU,1715038610
567,libreville,0.3925,9.4537,302.16,89,40,4.12,GA,1715038611
568,salinas,36.6777,-121.6555,295.13,66,0,5.66,US,1715038611
569,hauterive,46.0901,3.4459,284.57,90,71,2.2,FR,1715038611
570,usol'ye,59.4268,56.6808,272.88,98,100,3.68,RU,1715038611
571,vila%20velha,-20.3297,-40.2925,298.12,83,20,1.03,BR,1715038612
572,polyarnyy,69.1989,33.4478,269.76,68,100,5.98,RU,1715038612
